,,,,,,,Fiscal year/period,Overall Result,,January 2019,January 2019,February 2019,February 2019,March 2019,March 2019,April 2019,April 2019,May 2019,May 2019,June 2019,June 2019,July 2019,July 2019,August 2019,August 2019,September 2019,September 2019,October 2019,October 2019,November 2019,November 2019,December 2019,December 2019,January 2020,January 2020,February 2020,February 2020,March 2020,March 2020,April 2020,April 2020,May 2020,May 2020,June 2020,June 2020,July 2020,July 2020,August 2020,August 2020,September 2020,September 2020,October 2020,October 2020,November 2020,November 2020,December 2020,December 2020,February 2021,February 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSID-WBS,Project ID,Network,,Network activity,Work Center-ACTY,,Activity Type-ACTY,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,Hours Plan,Hours Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overall Result,,,,,,,,"23,878.4 H","18,961.5 H",828.2 H,"1,092.5 H","1,439.7 H","1,189.8 H","1,929.5 H","1,453.5 H","1,529.8 H",966.8 H,"1,379.8 H","1,073.8 H","1,557.9 H","1,299.0 H","1,400.8 H",829.0 H,994.1 H,721.5 H,700.7 H,495.3 H,844.5 H,756.3 H,613.4 H,763.3 H,608.3 H,487.3 H,389.9 H,894.5 H,594.8 H,804.0 H,600.0 H,780.5 H,706.6 H,785.3 H,"1,223.1 H","1,079.0 H",766.6 H,622.0 H,596.6 H,607.3 H,625.8 H,601.5 H,"1,284.3 H",621.0 H,"1,393.4 H",723.8 H,"1,529.6 H",315.0 H,328.9 H,,12.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2724930,RXO:AMQUPQXQ:IGS:DA:FW4100,DFOT,DSTRENG,Design - Transport Engineering,TECIP,22.5 H,,,,,,,,22.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2726797,RXO:STHLPQXQ:IGS:HA:TBA1 & XFP LIEN 10G,DESN,DSTRENG,Design - Transport Engineering,ANLST,4.0 H,3.0 H,,,,3.0 H,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2726797,RXO:STHLPQXQ:IGS:HA:TBA1 & XFP LIEN 10G,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2726798,RXO:SGBCPQXQ:IGS:HA:TBA1 & XFP LIEN 10G,DESN,DSTRENG,Design - Transport Engineering,ANLST,4.0 H,3.0 H,,,,3.0 H,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2726798,RXO:SGBCPQXQ:IGS:HA:TBA1 & XFP LIEN 10G,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2729528,EAC:HTRVPQXQ:IGS:HA:28 DS1 + Mod I/O,DESN,DSTRENG,Design - Transport Engineering,ANLST,5.0 H,4.0 H,5.0 H,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2729528,EAC:HTRVPQXQ:IGS:HA:28 DS1 + Mod I/O,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,10.0 H,4.0 H,10.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2730180,RXO:MTRLPQFB:IGS:HA:TBA1 & XFP 10G FOX 3,DESN,DSTRENG,Design - Transport Engineering,ANLST,2.0 H,,,,,,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2730180,RXO:MTRLPQFB:IGS:HA:TBA1 & XFP 10G FOX 3,DFOT,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,3.8 H,,,,,2.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2730228,RXO:SFLNPQXQ:IGS:DA:CDS + TBA1,DESN,DSTRENG,Design - Transport Engineering,ANLST,7.5 H,,,,,,,,,,,,7.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2730228,RXO:SFLNPQXQ:IGS:DA:CDS + TBA1,DFOT,DSTRENG,Design - Transport Engineering,TECIP,7.5 H,7.5 H,,,,,,,,,,,7.5 H,,,7.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2730818,RXO:STMBPQXQ:IGS:HA:TBA1 & XFP LIEN 10G,DESN,DSTRENG,Design - Transport Engineering,ANLST,4.0 H,3.0 H,,,,3.0 H,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2730818,RXO:STMBPQXQ:IGS:HA:TBA1 & XFP LIEN 10G,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2730819,RXO:STMBPQXQ:IGS:SA:SPARE FW7120 XFP FOX,DESN,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,1.0 H,,,,1.0 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2730819,RXO:STMBPQXQ:IGS:SA:SPARE FW7120 XFP FOX,DUNC,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,,,,,,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2730959,RXO:QUBCPQBI:IGS:HA:FW9500,DESN,DSTRENG,Design - Transport Engineering,ANLST,6.0 H,5.8 H,,,,,,,,2.0 H,,,,,,3.8 H,6.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2730959,RXO:QUBCPQBI:IGS:HA:FW9500,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,,,,,,,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2731243,RXO:STMBPQXQ:IGS:HA:FW7120 XFP WL 10G FO,DESN,DSTRENG,Design - Transport Engineering,ANLST,2.0 H,1.0 H,,,,1.0 H,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2731243,RXO:STMBPQXQ:IGS:HA:FW7120 XFP WL 10G FO,DFOT,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,3.8 H,,,,,2.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2731371,RXO:LEVSPQMX:IGS:HA:TBA1 & XFP LIEN 10G,DESN,DSTRENG,Design - Transport Engineering,ANLST,4.0 H,3.0 H,,,,3.0 H,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2731371,RXO:LEVSPQMX:IGS:HA:TBA1 & XFP LIEN 10G,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2731427,RXO:SCLRPQXQ:IGS:DA:CDS,DESN,DSTRENG,Design - Transport Engineering,ANLST,7.5 H,,,,,,,,,,,,7.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2731427,RXO:SCLRPQXQ:IGS:DA:CDS,DFOT,DSTRENG,Design - Transport Engineering,TECIP,7.5 H,7.5 H,,,,,,,,,,,7.5 H,,,7.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2732155,RXO:JOLTPQFS:IGS:HA:TBA1 & XFP 10G FOX 3,DESN,DSTRENG,Design - Transport Engineering,ANLST,2.0 H,,,,,,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2732155,RXO:JOLTPQFS:IGS:HA:TBA1 & XFP 10G FOX 3,DFOT,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,3.8 H,,,,,2.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2732481,RXO:STMBPQXQ:IGS:HA:FW9500,DESN,DSTRENG,Design - Transport Engineering,ANLST,4.0 H,,,,,,,,,,,,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2732481,RXO:STMBPQXQ:IGS:HA:FW9500,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,,,,,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2735083,RXO:ANCLPQ01:IGS:HA:CDS FOX3055645,DESN,DSTRENG,Design - Transport Engineering,ANLST,4.0 H,2.0 H,,,,,,,,2.0 H,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2735083,RXO:ANCLPQ01:IGS:HA:CDS FOX3055645,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,,,,,,,,,,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2735084,RXO:SAGDPQXQ:IGS:HA:CDS FOX3055645,DESN,DSTRENG,Design - Transport Engineering,ANLST,4.0 H,2.0 H,,,,,,,,2.0 H,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2735084,RXO:SAGDPQXQ:IGS:HA:CDS FOX3055645,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,,,,,,,,,,4.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2736151,RXO:RMKIPQXA:IGS:LM:TBA1 & XFP 2 10G FOX,DESN,DSTRENG,Design - Transport Engineering,ANLST,1.0 H,,,,0.1 H,,0.9 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2736151,RXO:RMKIPQXA:IGS:LM:TBA1 & XFP 2 10G FOX,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,,,,,,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2736152,RXO:RMKIPQHX:IGS:LM:TBA1 & XFP 2 10G FOX,DESN,DSTRENG,Design - Transport Engineering,ANLST,1.0 H,,,,0.1 H,,0.9 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2736152,RXO:RMKIPQHX:IGS:LM:TBA1 & XFP 2 10G FOX,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,,,,,,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2736866,RXO:VNERPQAF:IGS:HA:FW9500,DESN,DSTRENG,Design - Transport Engineering,ANLST,6.0 H,5.8 H,,,,,,,,2.0 H,,,,,,3.8 H,6.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2736866,RXO:VNERPQAF:IGS:HA:FW9500,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,,,,,,,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2738405,EAC:QUBCPQBD:IGS:HA:FW9500,DESN,DSTRENG,Design - Transport Engineering,ANLST,8.0 H,7.5 H,,,,,,,,,,,,,,7.5 H,8.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2738405,EAC:QUBCPQBD:IGS:HA:FW9500,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,2.5 H,,,,,,,,,,,,,,,3.0 H,2.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2738699,RXO:QUBCPQXG:IGS:SA:SPARES,DESN,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,1.0 H,,,,,,,,1.0 H,,,,,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2738699,RXO:QUBCPQXG:IGS:SA:SPARES,DUNC,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,,,,,,,,,,,,,,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2738908,EAC:SLRNPQQY:IGS:LA:FW9500,DESN,DSTRENG,Design - Transport Engineering,ANLST,2.0 H,5.3 H,,,,,,,,,,,,,2.0 H,5.3 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2738908,EAC:SLRNPQQY:IGS:LA:FW9500,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,,,,,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2739930,RXO:SLRMPQFH:IGS:LA:FW9500,DESN,DSTRENG,Design - Transport Engineering,ANLST,1.0 H,,,,,,,,,,,,,,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2739930,RXO:SLRMPQFH:IGS:LA:FW9500,DFOT,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,3.8 H,,,,,,,,,,,,,1.0 H,,,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2740370,EAC:DRVLPQBA:IGS:LA:FW9500,DESN,DSTRENG,Design - Transport Engineering,ANLST,2.0 H,6.0 H,,,,,,,,,,,,,2.0 H,6.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2740370,EAC:DRVLPQBA:IGS:LA:FW9500,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,,,,,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2740802,EAC:SAGDPQXQ:IGS:HA:FW9500,DESN,DSTRENG,Design - Transport Engineering,ANLST,6.0 H,5.0 H,,,,,,,,1.3 H,,,,,,3.8 H,6.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2740802,EAC:SAGDPQXQ:IGS:HA:FW9500,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,,,,,,,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2740803,EAC:SLRMPQFH:IGS:HA:FW9500,DESN,DSTRENG,Design - Transport Engineering,ANLST,6.0 H,5.0 H,,,,,,,,1.3 H,,,,,,3.8 H,6.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2740803,EAC:SLRMPQFH:IGS:HA:FW9500,DFOT,DSTRENG,Design - Transport Engineering,TECIP,4.0 H,3.8 H,,,,,,,,,,,,,,,4.0 H,3.8 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2741806,EAC:ANCLPQ01:IGS:HA:CDS,DESN,DSTRENG,Design - Transport Engineering,ANLST,5.0 H,4.8 H,,,,,,,,1.0 H,,,,,,3.8 H,5.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2741806,EAC:ANCLPQ01:IGS:HA:CDS,DFOT,DSTRENG,Design - Transport Engineering,TECIP,3.0 H,2.5 H,,,,,,,,,,,,,,,3.0 H,2.5 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2741808,RXO:MTRLPQFB:IGS:SA:SPARES,DESN,DSTRENG,Design - Transport Engineering,TECIP,2.0 H,1.3 H,,,,,,,,1.3 H,,,,,2.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ07.03.TQC00,P-1970035,2741808,RXO:MTRLPQFB:IGS:SA:SPARES,DUNC,DSTRENG,Design - Transport Engineering,TECIP,1.0 H,,,,,,,,,,,,,,1.0 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
